Bus ID,Bus Type,Capacity,Battery Type,Battery Capacity
10398,Urban,70,Lithium-Ion,187
10399,Suburban,54,Lead-Acid,241
10400,Urban,58,Lead-Acid,221
10401,Suburban,61,Lead-Acid,281
10402,Urban,43,Lithium-Ion,276
10403,Suburban,42,Lead-Acid,268
10404,Urban,56,Lead-Acid,238
10405,Suburban,71,Lithium-Ion,228
10406,Suburban,77,Lead-Acid,197
10407,Urban,48,Lead-Acid,241
10408,Suburban,61,Lead-Acid,219
10409,Urban,73,Lithium-Ion,170
10410,Urban,47,Lead-Acid,179
10411,Suburban,56,Lead-Acid,226
10412,Suburban,40,Lead-Acid,225
10413,Urban,75,Lithium-Ion,190
10414,Urban,40,Lead-Acid,250
10415,Urban,48,Lead-Acid,258
10416,Urban,58,Lithium-Ion,226
10417,Suburban,67,Lead-Acid,193
10418,Urban,44,Lithium-Ion,154
10419,Suburban,67,Lithium-Ion,191
10420,Urban,47,Lead-Acid,291
10421,Urban,59,Lead-Acid,150
10422,Suburban,48,Lithium-Ion,184
10423,Urban,69,Lead-Acid,207
10424,Urban,55,Lead-Acid,265
10425,Suburban,50,Lithium-Ion,249
10426,Suburban,56,Lead-Acid,188
10427,Urban,65,Lead-Acid,168
10428,Suburban,65,Lead-Acid,157
10429,Suburban,78,Lithium-Ion,288
10430,Suburban,79,Lead-Acid,222
10431,Urban,50,Lithium-Ion,261
10432,Urban,74,Lead-Acid,181
10433,Suburban,54,Lithium-Ion,186
10434,Urban,47,Lithium-Ion,258
10435,Suburban,75,Lead-Acid,217
10436,Urban,68,Lead-Acid,187
10437,Urban,50,Lead-Acid,245
10438,Urban,71,Lithium-Ion,177
10439,Suburban,74,Lithium-Ion,167
10440,Urban,51,Lead-Acid,194
10441,Suburban,57,Lithium-Ion,234
10442,Suburban,65,Lead-Acid,262
10443,Suburban,48,Lithium-Ion,192
10444,Suburban,77,Lead-Acid,203
10445,Urban,70,Lithium-Ion,228
10446,Suburban,50,Lithium-Ion,216
10447,Suburban,53,Lead-Acid,188
10448,Urban,45,Lithium-Ion,166
10449,Suburban,58,Lithium-Ion,286
10450,Urban,51,Lead-Acid,214
10451,Suburban,62,Lead-Acid,152
10452,Urban,71,Lead-Acid,159
10453,Urban,75,Lithium-Ion,166
10454,Suburban,64,Lead-Acid,242
10455,Suburban,43,Lead-Acid,177
10456,Urban,44,Lithium-Ion,180
10457,Urban,50,Lithium-Ion,167
10458,Urban,58,Lithium-Ion,286
10459,Urban,52,Lead-Acid,277
10460,Urban,53,Lithium-Ion,223
10461,Suburban,67,Lithium-Ion,280
10462,Suburban,59,Lithium-Ion,158
10463,Suburban,66,Lead-Acid,212
10464,Suburban,57,Lead-Acid,248
10465,Suburban,51,Lead-Acid,267
10466,Urban,79,Lithium-Ion,250
10467,Urban,65,Lead-Acid,269
10468,Suburban,74,Lithium-Ion,236
10469,Urban,71,Lead-Acid,271
10470,Urban,79,Lead-Acid,172
10471,Urban,50,Lead-Acid,280
10472,Suburban,45,Lead-Acid,205
10473,Suburban,74,Lead-Acid,156
10474,Suburban,50,Lead-Acid,190
10475,Suburban,79,Lithium-Ion,296
10476,Urban,70,Lithium-Ion,159
10477,Urban,58,Lead-Acid,227
10478,Suburban,72,Lithium-Ion,279
10479,Suburban,77,Lithium-Ion,150
10480,Urban,78,Lithium-Ion,195
10481,Urban,72,Lead-Acid,173
10482,Suburban,77,Lithium-Ion,261
10483,Suburban,78,Lithium-Ion,275
10484,Urban,52,Lithium-Ion,243
10485,Suburban,53,Lithium-Ion,169
10486,Suburban,77,Lithium-Ion,244
10487,Suburban,55,Lithium-Ion,239
10488,Urban,68,Lithium-Ion,178
10489,Suburban,77,Lithium-Ion,292
10490,Urban,57,Lithium-Ion,182
10491,Urban,72,Lead-Acid,179
10492,Suburban,53,Lead-Acid,245
10493,Suburban,72,Lead-Acid,259
10494,Suburban,59,Lithium-Ion,160
10495,Suburban,55,Lead-Acid,168
10496,Urban,67,Lead-Acid,155
10497,Urban,47,Lithium-Ion,207
10498,Suburban,62,Lead-Acid,272
10499,Urban,40,Lithium-Ion,278
10500,Urban,65,Lithium-Ion,179
10501,Urban,68,Lithium-Ion,189
10502,Suburban,46,Lead-Acid,204
10503,Urban,40,Lithium-Ion,195
10504,Urban,44,Lead-Acid,178
10505,Urban,64,Lithium-Ion,208
10506,Suburban,40,Lead-Acid,295
10507,Urban,62,Lithium-Ion,235
10508,Urban,51,Lead-Acid,151
10509,Suburban,50,Lead-Acid,164
10510,Suburban,45,Lead-Acid,271
10511,Urban,53,Lead-Acid,202
10512,Suburban,71,Lithium-Ion,243
10513,Suburban,77,Lead-Acid,211
10514,Suburban,66,Lead-Acid,195
10515,Urban,62,Lithium-Ion,202
10516,Suburban,45,Lithium-Ion,264
10517,Urban,72,Lead-Acid,193
10518,Suburban,75,Lead-Acid,184
10519,Suburban,56,Lithium-Ion,226
10520,Urban,78,Lithium-Ion,204
10521,Urban,56,Lead-Acid,175
10522,Urban,73,Lithium-Ion,158
10523,Urban,60,Lead-Acid,254
10524,Urban,68,Lithium-Ion,266
10525,Suburban,68,Lithium-Ion,211
10526,Urban,50,Lead-Acid,258
10527,Urban,49,Lithium-Ion,241
10528,Suburban,78,Lead-Acid,157
10529,Suburban,69,Lead-Acid,241
10530,Urban,52,Lead-Acid,248
10531,Urban,54,Lead-Acid,296
10532,Suburban,79,Lithium-Ion,198
10533,Urban,45,Lead-Acid,279
10534,Suburban,52,Lead-Acid,200
10535,Suburban,53,Lithium-Ion,227
10536,Urban,78,Lithium-Ion,156
10537,Suburban,47,Lithium-Ion,257
10538,Urban,42,Lithium-Ion,271
10539,Urban,61,Lead-Acid,263
10540,Urban,40,Lithium-Ion,292
10541,Urban,45,Lead-Acid,239
10542,Urban,67,Lithium-Ion,153
10543,Urban,71,Lead-Acid,284
10544,Suburban,66,Lead-Acid,253
10545,Suburban,73,Lithium-Ion,217
10546,Urban,74,Lithium-Ion,243
10547,Suburban,53,Lead-Acid,296
10548,Urban,40,Lead-Acid,164
10549,Urban,76,Lead-Acid,297
10550,Suburban,76,Lithium-Ion,226
10551,Urban,48,Lead-Acid,217
10552,Urban,44,Lithium-Ion,202
10553,Suburban,78,Lithium-Ion,157
10554,Urban,61,Lead-Acid,287
10555,Urban,53,Lithium-Ion,222
10556,Suburban,40,Lithium-Ion,216
10557,Suburban,68,Lithium-Ion,243
10558,Suburban,42,Lithium-Ion,178
10559,Urban,70,Lithium-Ion,242
10560,Urban,74,Lithium-Ion,286
10561,Suburban,74,Lithium-Ion,287
10562,Urban,77,Lead-Acid,186
10563,Suburban,53,Lead-Acid,271
10564,Suburban,57,Lead-Acid,268
10565,Suburban,63,Lead-Acid,199
10566,Suburban,45,Lithium-Ion,205
10567,Urban,45,Lead-Acid,266
10568,Urban,48,Lithium-Ion,207
10569,Suburban,76,Lithium-Ion,224
10570,Urban,69,Lead-Acid,187
10571,Suburban,51,Lead-Acid,207
10572,Urban,73,Lithium-Ion,259
10573,Suburban,49,Lithium-Ion,204
10574,Urban,42,Lithium-Ion,195
10575,Suburban,70,Lithium-Ion,256
10576,Urban,55,Lead-Acid,172
10577,Urban,59,Lithium-Ion,287
10578,Suburban,40,Lead-Acid,201
10579,Urban,67,Lithium-Ion,275
10580,Urban,59,Lead-Acid,273
10581,Urban,40,Lithium-Ion,156
10582,Urban,62,Lead-Acid,190
10583,Suburban,43,Lead-Acid,186
10584,Urban,44,Lithium-Ion,272
10585,Urban,74,Lead-Acid,165
10586,Urban,63,Lithium-Ion,224
10587,Suburban,71,Lithium-Ion,215
10588,Urban,62,Lithium-Ion,274
10589,Urban,44,Lithium-Ion,243
10590,Suburban,49,Lithium-Ion,251
10591,Urban,73,Lithium-Ion,268
10592,Suburban,76,Lead-Acid,154
10593,Urban,55,Lead-Acid,261
10594,Suburban,75,Lead-Acid,157
10595,Suburban,52,Lead-Acid,171
10596,Suburban,59,Lithium-Ion,246
10597,Suburban,50,Lead-Acid,191
10598,Suburban,73,Lead-Acid,219
10599,Suburban,51,Lead-Acid,238
10600,Suburban,40,Lithium-Ion,213
10601,Urban,69,Lithium-Ion,262
10602,Suburban,66,Lithium-Ion,277
10603,Urban,53,Lead-Acid,166
10604,Urban,65,Lithium-Ion,180
10605,Suburban,62,Lead-Acid,274
10606,Suburban,42,Lithium-Ion,153
10607,Suburban,44,Lithium-Ion,195
10608,Urban,47,Lead-Acid,261
10609,Suburban,63,Lithium-Ion,257
10610,Suburban,75,Lithium-Ion,237
10611,Suburban,48,Lead-Acid,192
10612,Urban,73,Lead-Acid,198
10613,Urban,40,Lithium-Ion,191
10614,Suburban,66,Lithium-Ion,203
10615,Suburban,61,Lead-Acid,215
10616,Suburban,69,Lead-Acid,271
10617,Urban,74,Lead-Acid,168
10618,Urban,47,Lithium-Ion,206
10619,Suburban,60,Lead-Acid,180
10620,Suburban,75,Lithium-Ion,220
10621,Suburban,73,Lead-Acid,159
10622,Urban,79,Lead-Acid,279
10623,Urban,68,Lead-Acid,285
10624,Urban,75,Lithium-Ion,261
10625,Urban,67,Lithium-Ion,183
10626,Suburban,45,Lead-Acid,285
10627,Suburban,48,Lithium-Ion,274
10628,Urban,55,Lithium-Ion,189
10629,Urban,53,Lead-Acid,165
10630,Suburban,46,Lithium-Ion,190
10631,Urban,52,Lead-Acid,184
10632,Urban,42,Lead-Acid,276
10633,Urban,44,Lithium-Ion,199
10634,Suburban,52,Lithium-Ion,297
10635,Suburban,62,Lead-Acid,162
10636,Suburban,78,Lithium-Ion,293
10637,Suburban,68,Lithium-Ion,162
10638,Urban,52,Lithium-Ion,222
10639,Urban,79,Lithium-Ion,178
10640,Urban,61,Lead-Acid,213
10641,Suburban,72,Lead-Acid,204
10642,Urban,42,Lead-Acid,288
10643,Urban,40,Lithium-Ion,254
10644,Suburban,43,Lithium-Ion,250
10645,Suburban,52,Lead-Acid,290
10646,Suburban,77,Lead-Acid,230
10647,Suburban,55,Lead-Acid,160
10648,Urban,42,Lead-Acid,252
10649,Suburban,61,Lead-Acid,212
10650,Urban,59,Lead-Acid,222
10651,Urban,65,Lithium-Ion,269
10652,Urban,64,Lithium-Ion,173
10653,Suburban,72,Lead-Acid,246
10654,Suburban,60,Lithium-Ion,297
10655,Suburban,51,Lead-Acid,190
10656,Suburban,59,Lead-Acid,227
10657,Urban,57,Lithium-Ion,277
10658,Urban,76,Lithium-Ion,274
10659,Suburban,62,Lead-Acid,221
10660,Suburban,59,Lithium-Ion,181
10661,Suburban,68,Lead-Acid,297
10662,Suburban,78,Lithium-Ion,272
10663,Suburban,78,Lead-Acid,207
10664,Urban,51,Lithium-Ion,169
10665,Urban,50,Lead-Acid,162
10666,Urban,65,Lithium-Ion,233
10667,Urban,42,Lead-Acid,186
10668,Suburban,78,Lithium-Ion,280
10669,Suburban,61,Lithium-Ion,230
10670,Urban,75,Lithium-Ion,200
10671,Suburban,64,Lithium-Ion,195
10672,Urban,63,Lead-Acid,173
10673,Urban,66,Lead-Acid,185
10674,Urban,73,Lead-Acid,259
10675,Urban,46,Lithium-Ion,293
10676,Suburban,58,Lithium-Ion,186
10677,Suburban,71,Lithium-Ion,292
10678,Suburban,49,Lithium-Ion,176
10679,Suburban,58,Lithium-Ion,191
10680,Suburban,78,Lead-Acid,285
10681,Suburban,56,Lead-Acid,153
10682,Suburban,52,Lead-Acid,228
10683,Urban,51,Lithium-Ion,253
10684,Urban,71,Lithium-Ion,251
10685,Urban,57,Lead-Acid,201
10686,Suburban,55,Lead-Acid,280
10687,Urban,40,Lithium-Ion,156
10688,Suburban,46,Lead-Acid,243
10689,Urban,71,Lead-Acid,283
10690,Suburban,68,Lead-Acid,265
10691,Urban,72,Lead-Acid,292
10692,Urban,60,Lithium-Ion,262
10693,Urban,65,Lead-Acid,276
10694,Suburban,40,Lithium-Ion,174
10695,Urban,79,Lead-Acid,269
10696,Urban,63,Lithium-Ion,260
10697,Urban,74,Lithium-Ion,273
10698,Suburban,75,Lithium-Ion,229
10699,Suburban,73,Lithium-Ion,161
10700,Urban,77,Lead-Acid,159
10701,Urban,48,Lead-Acid,231
10702,Urban,72,Lead-Acid,225
10703,Suburban,71,Lithium-Ion,269
10704,Suburban,54,Lithium-Ion,290
10705,Suburban,60,Lithium-Ion,202
10706,Suburban,78,Lead-Acid,232
10707,Urban,55,Lead-Acid,238
10708,Urban,55,Lead-Acid,257
10709,Suburban,51,Lead-Acid,211
10710,Suburban,77,Lead-Acid,280
10711,Suburban,54,Lithium-Ion,271
10712,Suburban,42,Lead-Acid,283
10713,Suburban,78,Lithium-Ion,150
10714,Urban,78,Lead-Acid,271
10715,Suburban,66,Lead-Acid,273
10716,Suburban,45,Lithium-Ion,262
10717,Urban,51,Lead-Acid,168
10718,Suburban,44,Lead-Acid,275
10719,Suburban,46,Lithium-Ion,293
10720,Urban,62,Lead-Acid,295
10721,Suburban,67,Lead-Acid,233
10722,Urban,53,Lead-Acid,174
10723,Suburban,50,Lithium-Ion,180
10724,Urban,44,Lead-Acid,202
10725,Urban,77,Lead-Acid,152
10726,Suburban,58,Lead-Acid,162
10727,Urban,65,Lithium-Ion,272
10728,Suburban,76,Lead-Acid,207
10729,Suburban,62,Lithium-Ion,248
10730,Urban,68,Lithium-Ion,283
10731,Suburban,57,Lithium-Ion,275
10732,Urban,61,Lithium-Ion,237
10733,Suburban,42,Lithium-Ion,240
10734,Urban,41,Lithium-Ion,161
10735,Suburban,77,Lithium-Ion,150
10736,Suburban,55,Lithium-Ion,176
10737,Urban,42,Lithium-Ion,274
10738,Urban,69,Lithium-Ion,186
10739,Urban,49,Lithium-Ion,161
10740,Urban,76,Lithium-Ion,285
10741,Urban,76,Lithium-Ion,219
10742,Urban,42,Lithium-Ion,262
10743,Urban,72,Lead-Acid,235
10744,Suburban,76,Lithium-Ion,150
10745,Urban,55,Lithium-Ion,257
10746,Suburban,55,Lead-Acid,216
10747,Suburban,46,Lead-Acid,293
10748,Suburban,49,Lithium-Ion,231
10749,Urban,50,Lithium-Ion,270
10750,Urban,49,Lithium-Ion,266
10751,Urban,66,Lithium-Ion,185
10752,Suburban,79,Lithium-Ion,269
10753,Suburban,68,Lithium-Ion,242
10754,Urban,69,Lead-Acid,221
10755,Suburban,41,Lead-Acid,212
10756,Suburban,40,Lead-Acid,263
10757,Urban,54,Lead-Acid,196
10758,Suburban,75,Lithium-Ion,243
10759,Suburban,59,Lithium-Ion,228
10760,Suburban,41,Lead-Acid,253
10761,Suburban,47,Lead-Acid,288
10762,Suburban,72,Lead-Acid,178
10763,Suburban,46,Lead-Acid,291
10764,Suburban,53,Lithium-Ion,176
10765,Suburban,51,Lithium-Ion,212
10766,Urban,44,Lead-Acid,171
10767,Urban,69,Lead-Acid,193
10768,Urban,76,Lithium-Ion,166
10769,Urban,57,Lithium-Ion,189
10770,Suburban,70,Lead-Acid,187
10771,Urban,54,Lithium-Ion,184
10772,Urban,49,Lead-Acid,261
10773,Suburban,42,Lead-Acid,176
10774,Suburban,76,Lithium-Ion,181
10775,Urban,43,Lithium-Ion,178
10776,Urban,49,Lead-Acid,189
10777,Suburban,74,Lithium-Ion,183
10778,Urban,49,Lithium-Ion,188
10779,Urban,46,Lithium-Ion,159
10780,Suburban,57,Lead-Acid,183
10781,Urban,77,Lithium-Ion,157
10782,Suburban,62,Lithium-Ion,270
10783,Suburban,73,Lead-Acid,286
10784,Suburban,72,Lead-Acid,267
10785,Suburban,77,Lead-Acid,187
10786,Urban,60,Lithium-Ion,245
10787,Urban,44,Lithium-Ion,228
10788,Suburban,61,Lithium-Ion,271
10789,Suburban,66,Lead-Acid,277
10790,Suburban,57,Lead-Acid,216
10791,Suburban,66,Lithium-Ion,270
10792,Suburban,74,Lead-Acid,180
10793,Urban,49,Lithium-Ion,157
10794,Urban,60,Lithium-Ion,239
10795,Suburban,73,Lead-Acid,226
10796,Suburban,75,Lead-Acid,279
10797,Suburban,41,Lead-Acid,204
10798,Urban,67,Lead-Acid,270
10799,Suburban,41,Lithium-Ion,223
10800,Suburban,45,Lithium-Ion,239
10801,Suburban,43,Lithium-Ion,163
10802,Urban,51,Lithium-Ion,178
10803,Suburban,49,Lead-Acid,271
10804,Urban,42,Lead-Acid,204
10805,Urban,46,Lithium-Ion,173
10806,Suburban,69,Lithium-Ion,194
10807,Urban,70,Lithium-Ion,240
10808,Suburban,72,Lithium-Ion,259
10809,Suburban,41,Lead-Acid,289
10810,Urban,72,Lead-Acid,196
10811,Suburban,77,Lithium-Ion,272
10812,Urban,59,Lithium-Ion,239
10813,Urban,51,Lead-Acid,286
10814,Urban,79,Lead-Acid,185
10815,Urban,79,Lead-Acid,236
10816,Urban,61,Lithium-Ion,214
10817,Suburban,59,Lead-Acid,232
10818,Suburban,49,Lead-Acid,225
10819,Suburban,61,Lead-Acid,164
10820,Suburban,61,Lithium-Ion,196
10821,Urban,42,Lithium-Ion,291
10822,Suburban,58,Lithium-Ion,280
10823,Urban,48,Lithium-Ion,157
10824,Suburban,69,Lithium-Ion,198
10825,Suburban,69,Lithium-Ion,150
10826,Urban,53,Lithium-Ion,233
10827,Urban,45,Lead-Acid,252
10828,Urban,41,Lithium-Ion,238
10829,Suburban,58,Lithium-Ion,254
10830,Urban,62,Lithium-Ion,210
10831,Suburban,41,Lead-Acid,196
10832,Urban,43,Lithium-Ion,282
10833,Urban,65,Lithium-Ion,156
10834,Urban,77,Lead-Acid,189
10835,Urban,65,Lead-Acid,236
10836,Urban,65,Lithium-Ion,168
10837,Urban,60,Lithium-Ion,152
10838,Urban,54,Lithium-Ion,276
10839,Urban,66,Lithium-Ion,218
10840,Suburban,58,Lithium-Ion,253
10841,Urban,45,Lithium-Ion,183
10842,Urban,63,Lead-Acid,192
10843,Suburban,66,Lithium-Ion,268
10844,Suburban,44,Lead-Acid,240
10845,Suburban,67,Lithium-Ion,230
10846,Suburban,55,Lithium-Ion,254
10847,Suburban,48,Lithium-Ion,206
10848,Urban,40,Lithium-Ion,255
10849,Suburban,43,Lithium-Ion,184
10850,Urban,55,Lead-Acid,199
10851,Urban,78,Lithium-Ion,162
10852,Suburban,49,Lead-Acid,207
10853,Urban,71,Lithium-Ion,205
10854,Suburban,46,Lithium-Ion,167
10855,Suburban,62,Lithium-Ion,257
10856,Suburban,74,Lead-Acid,212
10857,Urban,43,Lithium-Ion,283
10858,Urban,71,Lead-Acid,162
10859,Urban,68,Lead-Acid,294
10860,Urban,45,Lithium-Ion,231
10861,Urban,76,Lithium-Ion,186
10862,Suburban,49,Lithium-Ion,171
10863,Suburban,47,Lithium-Ion,216
10864,Suburban,50,Lead-Acid,225
10865,Suburban,59,Lead-Acid,250
10866,Suburban,79,Lead-Acid,173
10867,Urban,42,Lead-Acid,271
10868,Suburban,49,Lithium-Ion,267
10869,Urban,68,Lithium-Ion,256
10870,Suburban,48,Lead-Acid,293
10871,Suburban,49,Lithium-Ion,271
10872,Suburban,75,Lithium-Ion,231
10873,Urban,50,Lead-Acid,283
10874,Urban,69,Lead-Acid,150
10875,Suburban,48,Lithium-Ion,249
10876,Urban,56,Lithium-Ion,165
10877,Urban,75,Lead-Acid,278
10878,Urban,53,Lithium-Ion,257
10879,Urban,43,Lithium-Ion,272
10880,Urban,46,Lead-Acid,193
10881,Suburban,47,Lithium-Ion,262
10882,Suburban,78,Lithium-Ion,208
10883,Suburban,60,Lead-Acid,260
10884,Suburban,75,Lead-Acid,228
10885,Suburban,52,Lithium-Ion,299
10886,Suburban,79,Lithium-Ion,190
10887,Suburban,53,Lithium-Ion,162
10888,Suburban,69,Lithium-Ion,213
10889,Suburban,53,Lead-Acid,231
10890,Suburban,41,Lithium-Ion,295
10891,Urban,44,Lead-Acid,254
10892,Urban,63,Lithium-Ion,261
10893,Suburban,71,Lithium-Ion,257
10894,Urban,65,Lead-Acid,200
10895,Suburban,45,Lead-Acid,238
10896,Suburban,48,Lithium-Ion,199
10897,Urban,60,Lead-Acid,284
10898,Urban,78,Lithium-Ion,209
10899,Urban,61,Lead-Acid,194
10900,Urban,46,Lead-Acid,164
10901,Urban,75,Lead-Acid,196
10902,Urban,51,Lithium-Ion,240
10903,Urban,66,Lead-Acid,180
10904,Suburban,68,Lead-Acid,201
10905,Urban,72,Lead-Acid,258
10906,Urban,50,Lithium-Ion,201
10907,Suburban,70,Lithium-Ion,275
10908,Suburban,41,Lead-Acid,222
10909,Urban,70,Lead-Acid,153
10910,Suburban,51,Lead-Acid,252
10911,Suburban,62,Lead-Acid,251
10912,Urban,59,Lead-Acid,264
10913,Urban,46,Lithium-Ion,265
10914,Urban,46,Lead-Acid,150
10915,Urban,65,Lead-Acid,239
10916,Suburban,43,Lithium-Ion,272
10917,Urban,69,Lithium-Ion,217
10918,Urban,63,Lithium-Ion,199
10919,Urban,45,Lithium-Ion,273
10920,Urban,64,Lithium-Ion,244
10921,Suburban,63,Lead-Acid,214
10922,Urban,43,Lead-Acid,155
10923,Suburban,55,Lead-Acid,186
10924,Urban,53,Lead-Acid,235
10925,Urban,62,Lead-Acid,259
10926,Suburban,47,Lithium-Ion,171
10927,Urban,58,Lithium-Ion,196
10928,Suburban,69,Lithium-Ion,222
10929,Urban,68,Lead-Acid,298
10930,Suburban,52,Lead-Acid,206
10931,Urban,66,Lead-Acid,278
10932,Urban,41,Lead-Acid,184
10933,Suburban,63,Lithium-Ion,185
10934,Urban,55,Lithium-Ion,166
10935,Urban,57,Lithium-Ion,172
10936,Suburban,74,Lithium-Ion,195
10937,Urban,44,Lead-Acid,173
10938,Urban,42,Lithium-Ion,218
10939,Urban,74,Lead-Acid,234
10940,Suburban,59,Lithium-Ion,248
10941,Urban,67,Lithium-Ion,284
10942,Suburban,66,Lithium-Ion,282
10943,Urban,54,Lead-Acid,285
10944,Suburban,48,Lead-Acid,177
10945,Suburban,58,Lead-Acid,163
10946,Suburban,76,Lithium-Ion,151
10947,Suburban,53,Lead-Acid,215
10948,Suburban,75,Lithium-Ion,156
10949,Urban,79,Lead-Acid,222
10950,Suburban,43,Lithium-Ion,213
10951,Urban,70,Lead-Acid,214
10952,Urban,57,Lithium-Ion,234
10953,Suburban,67,Lead-Acid,206
10954,Urban,76,Lead-Acid,268
10955,Suburban,77,Lead-Acid,250
10956,Urban,51,Lead-Acid,177
10957,Suburban,57,Lithium-Ion,246
10958,Suburban,65,Lead-Acid,212
10959,Suburban,75,Lead-Acid,221
10960,Urban,51,Lead-Acid,269
10961,Urban,53,Lead-Acid,253
10962,Suburban,50,Lithium-Ion,189
10963,Suburban,51,Lead-Acid,290
10964,Urban,59,Lead-Acid,226
10965,Suburban,40,Lead-Acid,190
10966,Suburban,48,Lithium-Ion,204
10967,Urban,74,Lithium-Ion,256
10968,Suburban,77,Lead-Acid,299
10969,Suburban,52,Lead-Acid,277
10970,Urban,48,Lead-Acid,210
10971,Suburban,45,Lead-Acid,168
10972,Urban,51,Lithium-Ion,298
10973,Urban,50,Lithium-Ion,171
10974,Suburban,73,Lithium-Ion,164
10975,Suburban,71,Lithium-Ion,239
10976,Urban,44,Lead-Acid,173
10977,Suburban,77,Lithium-Ion,272
10978,Suburban,73,Lithium-Ion,166
10979,Urban,79,Lead-Acid,273
10980,Suburban,71,Lead-Acid,195
10981,Suburban,46,Lithium-Ion,277
10982,Urban,55,Lithium-Ion,168
10983,Suburban,75,Lead-Acid,249
10984,Urban,78,Lithium-Ion,197
10985,Urban,57,Lead-Acid,175
10986,Urban,48,Lithium-Ion,290
10987,Suburban,67,Lithium-Ion,260
10988,Urban,56,Lithium-Ion,217
10989,Suburban,46,Lithium-Ion,211
10990,Urban,62,Lead-Acid,271
10991,Suburban,74,Lead-Acid,257
10992,Urban,41,Lead-Acid,264
10993,Urban,41,Lithium-Ion,234
10994,Suburban,61,Lead-Acid,187
10995,Urban,50,Lead-Acid,267
10996,Urban,66,Lithium-Ion,231
10997,Urban,64,Lithium-Ion,159
10998,Suburban,78,Lithium-Ion,217
10999,Urban,43,Lead-Acid,166
11000,Urban,55,Lithium-Ion,218
11001,Suburban,54,Lead-Acid,206
11002,Suburban,40,Lead-Acid,276
11003,Suburban,72,Lead-Acid,289
11004,Suburban,53,Lead-Acid,254
11005,Suburban,57,Lead-Acid,191
11006,Suburban,76,Lead-Acid,222
11007,Urban,57,Lithium-Ion,231
11008,Suburban,63,Lithium-Ion,259
11009,Suburban,52,Lithium-Ion,210
11010,Urban,57,Lead-Acid,278
11011,Urban,63,Lead-Acid,173
11012,Suburban,44,Lead-Acid,203
11013,Suburban,45,Lead-Acid,285
11014,Suburban,72,Lead-Acid,214
11015,Urban,68,Lead-Acid,174
11016,Suburban,65,Lithium-Ion,272
11017,Suburban,52,Lithium-Ion,218
11018,Suburban,65,Lithium-Ion,169
11019,Suburban,50,Lead-Acid,292
11020,Urban,67,Lead-Acid,154
11021,Suburban,72,Lithium-Ion,221
11022,Suburban,74,Lead-Acid,185
11023,Suburban,40,Lithium-Ion,171
11024,Suburban,78,Lead-Acid,168
11025,Suburban,77,Lead-Acid,231
11026,Suburban,69,Lead-Acid,276
11027,Suburban,40,Lithium-Ion,205
11028,Suburban,52,Lead-Acid,174
11029,Suburban,45,Lithium-Ion,224
11030,Suburban,59,Lead-Acid,151
11031,Urban,48,Lead-Acid,174
11032,Suburban,76,Lithium-Ion,182
11033,Urban,51,Lithium-Ion,262
11034,Urban,66,Lead-Acid,288
11035,Urban,79,Lead-Acid,174
11036,Suburban,73,Lead-Acid,292
11037,Suburban,49,Lead-Acid,172
11038,Suburban,46,Lead-Acid,190
11039,Suburban,51,Lead-Acid,193
11040,Urban,58,Lead-Acid,262
11041,Urban,44,Lead-Acid,248
11042,Suburban,65,Lead-Acid,196
11043,Suburban,40,Lead-Acid,164
11044,Urban,57,Lead-Acid,254
11045,Urban,73,Lead-Acid,162
11046,Urban,61,Lead-Acid,184
11047,Urban,43,Lead-Acid,165
11048,Urban,76,Lithium-Ion,192
11049,Urban,71,Lithium-Ion,255
11050,Suburban,72,Lithium-Ion,239
11051,Suburban,49,Lead-Acid,274
11052,Urban,64,Lead-Acid,175
11053,Suburban,59,Lead-Acid,180
11054,Urban,45,Lead-Acid,183
11055,Urban,40,Lead-Acid,291
11056,Suburban,70,Lead-Acid,283
11057,Urban,77,Lithium-Ion,221
11058,Urban,56,Lithium-Ion,239
11059,Suburban,51,Lithium-Ion,217
11060,Suburban,50,Lead-Acid,288
11061,Suburban,69,Lithium-Ion,291
11062,Urban,48,Lead-Acid,179
11063,Suburban,58,Lithium-Ion,195
11064,Urban,46,Lithium-Ion,233
11065,Urban,43,Lead-Acid,296
11066,Suburban,40,Lead-Acid,223
11067,Urban,41,Lead-Acid,187
11068,Suburban,55,Lithium-Ion,240
11069,Urban,61,Lead-Acid,175
11070,Urban,55,Lithium-Ion,238
11071,Urban,70,Lead-Acid,156
11072,Suburban,70,Lead-Acid,170
11073,Suburban,66,Lithium-Ion,211
11074,Suburban,40,Lead-Acid,190
11075,Urban,71,Lithium-Ion,159
11076,Suburban,66,Lithium-Ion,285
11077,Urban,65,Lead-Acid,167
11078,Suburban,56,Lead-Acid,291
11079,Suburban,77,Lead-Acid,247
11080,Urban,40,Lead-Acid,263
11081,Urban,48,Lead-Acid,274
11082,Urban,48,Lead-Acid,279
11083,Urban,41,Lead-Acid,258
11084,Urban,44,Lead-Acid,215
11085,Suburban,63,Lithium-Ion,165
11086,Urban,43,Lead-Acid,285
11087,Urban,67,Lithium-Ion,179
11088,Suburban,79,Lead-Acid,206
11089,Suburban,56,Lithium-Ion,185
11090,Suburban,70,Lead-Acid,251
11091,Suburban,62,Lithium-Ion,185
11092,Suburban,73,Lead-Acid,290
11093,Suburban,64,Lead-Acid,240
11094,Urban,66,Lead-Acid,253
11095,Urban,71,Lithium-Ion,248
